ID,客户端ID,本地问题ID,批次名,目标版本,领域,文档类型,规则编号,规则名称,文档名称,文档地址,API名称,所属父类,问题位置（行号）,问题状态,严重程度,Kit名称,开发责任人,测试责任人,问题描述,备注,修改建议,问题原文,参考句,PR地址,PR编号,规则提示词,质量维度,一级指标,二级指标,评估内容（测试点）,是否是问题,原因,修改方案
cms75jncy1bg3mov42a73f0mh,f56eb49f-f753-4482-bb74-e10355810efe,cms75jncy1bg3mov42a73f0mh, 0730_pipeline_yilou,OpenHarmony 7.0,ArkUI开发框架,api_reference,12.4.1.1,检查接口可能返回的错误码，在对应接口处是否全部说明（包含错误码ID和错误码信息），每个接口的错误码均包含在错误码汇总表中，且错误码汇总表中的错误码均能找到是哪个接口返回的。,capi-arkui-nativemodule-arkui-error-code-h.md,https://gitcode.com/openharmony/docs/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-error-code-h.md,ArkUI_ErrorCode,error_code.h,48,未确认,P2,ArkUI,,,该枚举项虽然包含错误码ID，但错误信息仅为笼统的“参数错误”，没有说明具体错误情形或可能原因。规则反例明确将错误码401仅描述为“参数错误”判定为信息不完整，用户无法据此定位参数问题。,,| ARKUI_ERROR_CODE_PARAM_INVALID = 401 | 参数错误。可能原因：1. 未指定必填参数；2. 参数类型不正确。<br>**起始版本：** 12 |,| ARKUI_ERROR_CODE_PARAM_INVALID = 401 | 参数错误。 <br>**起始版本：** 12 |,'- **规则名称**: 检查接口可能返回的错误码，在对应接口处是否全部说明（包含错误码ID和错误码信息），每个接口的错误码均包含在错误码汇总表中，且错误码汇总表中的错误码均能找到是哪个接口返回的。,,,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/12_4_1_1.md,体验,知识点完整,API接口/方法/参数/错误码/权限等完整,验证文档中列举出了所有可能出现的错误码，且错误可能原因、处理步骤完整,否,目标文档第45-99行是ArkUI_ErrorCode枚举项汇总；native-template.md第83-100行要求枚举项说明其含义，而errorcodes-template.md第1-18行要求的“可能原因/处理步骤”适用于errorcode-xxx.md独立错误码页，并不适用于C API枚举汇总表。目标文档第48行与interface/sdk_c/arkui/ace_engine/native/error_code.h第56-61行含义一致；interface仅定义“Parameter error”，扫描建议列举的必填参数和类型问题不是所有Native接口的完整触发条件。,保留目标文档第48行的枚举项简述，不在无法从接口或实现确定具体条件时补写原因、重试步骤或参数范围。
cms75jikv1bewmov4v3q7mx4a,f56eb49f-f753-4482-bb74-e10355810efe,cms75jikv1bewmov4v3q7mx4a, 0730_pipeline_yilou,OpenHarmony 7.0,ArkUI开发框架,api_reference,18.1.1.1,验证文档符合风格指南中对清晰、简洁、具体、一致等维度的规范要求。,capi-arkui-nativemodule-arkui-error-code-h.md,https://gitcode.com/openharmony/docs/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-error-code-h.md,ArkUI_ErrorCode,error_code.h,86,未确认,P2,ArkUI,,,“不支持……参数设置为true”的搭配不够清晰，没有直接说明不受支持的是“将isAuto参数设置为true”这一操作。补充“将”可以明确动作与受限条件之间的关系。,,| ARKUI_ERROR_CODE_COMPONENT_SNAPSHOT_AUTO_NOT_SUPPORTED = 160004 | 离屏节点截图不支持将色彩空间或动态范围模式的isAuto参数设置为true。错误码的详细介绍请参见[截图错误码](errorcode-snapshot.md)。<br>**起始版本：** 23 |,| ARKUI_ERROR_CODE_COMPONENT_SNAPSHOT_AUTO_NOT_SUPPORTED = 160004 | 离屏节点截图不支持色彩空间或动态范围模式的isAuto参数设置为true。错误码的详细介绍请参见[截图错误码](errorcode-snapshot.md)。<br>**起始版本：** 23 |,描述是否明确，是否存在模糊、含糊、歧义的表述,,,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/18_1_1_1.md,体验,内容规范性,文档语言符合规范,验证文档符合风格指南中对清晰、简洁、具体、一致等维度的规范要求,是,目标文档第86行没有清楚表达受限动作，且“色彩空间或动态范围模式的isAuto参数”存在修饰范围歧义；interface/sdk_c/arkui/ace_engine/native/node_attributes/common_attributes.h第253-275、277-299行表明两类配置各自都有isAuto参数，native_node.h第14443-14446行明确离屏截图时将该参数设为true会触发160004。,将目标文档第86行、errorcode-snapshot.md第67行标题（不含句号）、第75行错误描述以及capi-native-node-h.md第2663行的函数返回值表统一为“离屏节点截图不支持将色彩空间或动态范围模式对应的isAuto参数设置为true。”；errorcode-snapshot.md第79、83行继续分别说明可能原因和处理步骤。
cms75jikp1beumov42kae1oyz,f56eb49f-f753-4482-bb74-e10355810efe,cms75jikp1beumov42kae1oyz, 0730_pipeline_yilou,OpenHarmony 7.0,ArkUI开发框架,api_reference,18.1.1.1,验证文档符合风格指南中对清晰、简洁、具体、一致等维度的规范要求。,capi-arkui-nativemodule-arkui-error-code-h.md,https://gitcode.com/openharmony/docs/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-error-code-h.md,ArkUI_ErrorCode,error_code.h,85,未确认,P2,ArkUI,,,“截图选项不支持的色彩空间或动态范围模式”采用修饰关系不够明确的名词性短语，未直接说明错误含义是截图选项中指定的色彩空间或动态范围模式不受支持。,,| ARKUI_ERROR_CODE_COMPONENT_SNAPSHOT_MODE_NOT_SUPPORTED = 160003 | 截图选项中的色彩空间或动态范围模式不受支持。错误码的详细介绍请参见[截图错误码](errorcode-snapshot.md)。<br>**起始版本：** 23 |,| ARKUI_ERROR_CODE_COMPONENT_SNAPSHOT_MODE_NOT_SUPPORTED = 160003 | 截图选项不支持的色彩空间或动态范围模式。错误码的详细介绍请参见[截图错误码](errorcode-snapshot.md)。<br>**起始版本：** 23 |,读者仅凭文档描述能否准确理解功能含义,,,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/18_1_1_1.md,体验,内容规范性,文档语言符合规范,验证文档符合风格指南中对清晰、简洁、具体、一致等维度的规范要求,是,目标文档第85行“截图选项不支持的……”是修饰关系不清的名词短语；interface/sdk_c/arkui/ace_engine/native/error_code.h第301-306行表达的是所提供的模式不受支持，errorcode-snapshot.md第57-65行也说明是不受支持的取值。,将目标文档第85行、errorcode-snapshot.md第49行标题（不含句号）、第57行错误描述以及capi-native-node-h.md第2663行的函数返回值表统一为“截图选项中设置的色彩空间或动态范围模式不受支持。”
cms75jiki1besmov4xuhsggl1,f56eb49f-f753-4482-bb74-e10355810efe,cms75jiki1besmov4xuhsggl1, 0730_pipeline_yilou,OpenHarmony 7.0,ArkUI开发框架,api_reference,18.1.1.1,验证文档符合风格指南中对清晰、简洁、具体、一致等维度的规范要求。,capi-arkui-nativemodule-arkui-error-code-h.md,https://gitcode.com/openharmony/docs/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-error-code-h.md,ArkUI_ErrorCode,error_code.h,58,未确认,P1,ArkUI,,,枚举项名称中的“INDEX_OUT_OF_RANGE”和链接标题均表示“参数下标越界”，正文却描述为“参数长度超限”。参数下标和参数长度含义不同，正文可能使读者误判该错误码的触发条件。,,| ARKUI_ERROR_CODE_NODE_EVENT_PARAM_INDEX_OUT_OF_RANGE = 106107 | 组件事件中的参数下标越界。错误码的详细介绍请参见[106107 参数下标越界](errorcode-nodeadapter.md#106107-参数下标越界)。<br>**起始版本：** 12 |,| ARKUI_ERROR_CODE_NODE_EVENT_PARAM_INDEX_OUT_OF_RANGE = 106107 | 组件事件中参数长度超限。错误码的详细介绍请参见[106107 参数下标越界](errorcode-nodeadapter.md#106107-参数下标越界)。<br>**起始版本：** 12 |,描述是否明确，是否存在模糊、含糊、歧义的表述,,,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/18_1_1_1.md,体验,内容规范性,文档语言符合规范,验证文档符合风格指南中对清晰、简洁、具体、一致等维度的规范要求,是,目标文档第58行把INDEX_OUT_OF_RANGE写成“参数长度超限”，与枚举名和链接标题“参数下标越界”不一致；ace_engine/interfaces/native/node/event_converter.cpp第1460-1463、1488-1491行均在index越界时返回106107。,将目标文档第58行、errorcode-nodeadapter.md第67行标题（不含句号）、第71行错误信息、第75行错误描述以及capi-native-node-h.md第793、822行的函数返回值表分别统一为“组件事件中的参数下标越界。”和“The parameter index in the component event is out of range.”，并将目标文档第58行的链接锚点更新为新标题。
cms75jikb1beqmov41xny4h1x,f56eb49f-f753-4482-bb74-e10355810efe,cms75jikb1beqmov41xny4h1x, 0730_pipeline_yilou,OpenHarmony 7.0,ArkUI开发框架,api_reference,18.1.1.1,验证文档符合风格指南中对清晰、简洁、具体、一致等维度的规范要求。,capi-arkui-nativemodule-arkui-error-code-h.md,https://gitcode.com/openharmony/docs/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-error-code-h.md,ArkUI_ErrorCode,error_code.h,50,未确认,P2,ArkUI,,,“错误”“失败”和“导致”在同一句中重复使用，“内部执行失败导致操作失败”尤其存在语义重复。精简后仍可完整表达内部环境或内部执行异常这两类原因。,,| ARKUI_ERROR_CODE_INTERNAL_ERROR = 100001 | 出现内部错误，例如内部环境异常或内部执行失败。<br>**起始版本：** 15 |,| ARKUI_ERROR_CODE_INTERNAL_ERROR = 100001 |  出现内部错误，例如内部环境错误导致失败，或者由于内部执行失败导致操作失败。<br>**起始版本：** 15 |,"是否存在冗余修饰、重复啰嗦的表述（如""的作用是""""通过...来""""所对应的""等堆砌）",,,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/18_1_1_1.md,体验,内容规范性,文档语言符合规范,验证文档符合风格指南中对清晰、简洁、具体、一致等维度的规范要求,是,目标文档第50行“错误导致失败、执行失败导致操作失败”语义重复且近似循环解释；interface/sdk_c/arkui/ace_engine/native/error_code.h第68-74行实际区分运行环境问题和接口内部执行错误两类情形。,将目标文档第50行改为“出现内部错误，例如运行环境异常导致接口调用失败，或接口内部执行失败。”，删除循环表述但保留两类原因。
cms75ip751bbwmov4vy9gbtm6,f56eb49f-f753-4482-bb74-e10355810efe,cms75ip751bbwmov4vy9gbtm6, 0730_pipeline_yilou,OpenHarmony 7.0,ArkUI开发框架,api_reference,14.2.1.1,检查文档中关于业务原理、基本概念说明全文保持一致，无描述错误、无前后矛盾。,capi-arkui-nativemodule-arkui-error-code-h.md,https://gitcode.com/openharmony/docs/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-error-code-h.md,ArkUI_ErrorCode,error_code.h,58,未确认,P2,ArkUI,,,该枚举项名称及同一行链接标题均表示“参数下标越界”，正文却描述为“参数长度超限”。参数下标超出有效范围与参数长度超过限制是不同的错误原因，造成同一错误码的概念说明不一致，可能误导开发者排查问题。,,| ARKUI_ERROR_CODE_NODE_EVENT_PARAM_INDEX_OUT_OF_RANGE = 106107 | 组件事件中的参数下标越界。错误码的详细介绍请参见[106107 参数下标越界](errorcode-nodeadapter.md#106107-参数下标越界)。<br>**起始版本：** 12 |,| ARKUI_ERROR_CODE_NODE_EVENT_PARAM_INDEX_OUT_OF_RANGE = 106107 | 组件事件中参数长度超限。错误码的详细介绍请参见[106107 参数下标越界](errorcode-nodeadapter.md#106107-参数下标越界)。<br>**起始版本：** 12 |,'- **规则名称**: 检查文档中关于业务原理、基本概念说明全文保持一致，无描述错误、无前后矛盾。,,,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/14_2_1_1.md,质量,内容准确实时,功能描述正确,验证文档中业务原理描述与实际功能实现一致，概念全文统一,是,目标文档第58行把INDEX_OUT_OF_RANGE写成“参数长度超限”，与枚举名和链接标题“参数下标越界”不一致；ace_engine/interfaces/native/node/event_converter.cpp第1460-1463、1488-1491行均在index越界时返回106107。,将目标文档第58行、errorcode-nodeadapter.md第67行标题（不含句号）、第71行错误信息、第75行错误描述以及capi-native-node-h.md第793、822行的函数返回值表分别统一为“组件事件中的参数下标越界。”和“The parameter index in the component event is out of range.”，并将目标文档第58行的链接锚点更新为新标题。
cms75ii261bb0mov4e5tpmu3e,f56eb49f-f753-4482-bb74-e10355810efe,cms75ii261bb0mov4e5tpmu3e, 0730_pipeline_yilou,OpenHarmony 7.0,ArkUI开发框架,api_reference,27.1.1.2,检查语言无模糊、晦涩抽象或者有歧义的表达。,capi-arkui-nativemodule-arkui-error-code-h.md,https://gitcode.com/openharmony/docs/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-error-code-h.md,ArkUI_ErrorCode,error_code.h,97,未确认,P2,ArkUI,,,该错误码表项未说明“当前阶段”属于何种处理流程，“该操作”也缺少明确的指代对象。结合错误码名称只能推断其与拖放操作有关，仍需读者猜测错误的具体语义范围。,,当前拖拽事件处理阶段不允许执行请求的拖放操作。,当前阶段不允许该操作。,表格/列表项描述：表格或列表中的描述脱离上下文后含义不明确,,,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/27_1_1_2.md,体验,内容清晰性,语言描述清晰性,验证文档语言描述清晰，便于理解。,是,目标文档第97行的“当前阶段”和“该操作”均无明确对象；ace_engine/interfaces/native/drag_and_drop.h第973-1050行表明190004用于拖放事件处理阶段不允许执行请求的操作。,将目标文档第97行改为“当前拖放事件处理阶段不允许执行请求的操作。”，并同步capi-drag-and-drop-h.md第1802、1829、1909行的函数返回值表，明确阶段和操作所属的拖放场景。
cms75ii211baymov40cbd07ex,f56eb49f-f753-4482-bb74-e10355810efe,cms75ii211baymov40cbd07ex, 0730_pipeline_yilou,OpenHarmony 7.0,ArkUI开发框架,api_reference,27.1.1.2,检查语言无模糊、晦涩抽象或者有歧义的表达。,capi-arkui-nativemodule-arkui-error-code-h.md,https://gitcode.com/openharmony/docs/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-error-code-h.md,ArkUI_ErrorCode,error_code.h,86,未确认,P2,ArkUI,,,“色彩空间或动态范围模式的isAuto参数”存在修饰范围歧义，无法确定isAuto参数仅属于动态范围模式，还是色彩空间配置和动态范围模式配置均包含该参数。,,离屏节点截图不支持将色彩空间配置或动态范围模式配置中的isAuto参数设置为true。,离屏节点截图不支持色彩空间或动态范围模式的isAuto参数设置为true。,修饰语歧义：修饰词与被修饰词的关系不明确，可产生不同解读,,,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/27_1_1_2.md,体验,内容清晰性,语言描述清晰性,验证文档语言描述清晰，便于理解。,是,目标文档第86行没有清楚表达受限动作，且“色彩空间或动态范围模式的isAuto参数”存在修饰范围歧义；interface/sdk_c/arkui/ace_engine/native/node_attributes/common_attributes.h第253-275、277-299行表明两类配置各自都有isAuto参数，native_node.h第14443-14446行明确离屏截图时将该参数设为true会触发160004。,将目标文档第86行、errorcode-snapshot.md第67行标题（不含句号）、第75行错误描述以及capi-native-node-h.md第2663行的函数返回值表统一为“离屏节点截图不支持将色彩空间或动态范围模式对应的isAuto参数设置为true。”；errorcode-snapshot.md第79、83行继续分别说明可能原因和处理步骤。
cms75ii1u1bawmov4auxrz8n6,f56eb49f-f753-4482-bb74-e10355810efe,cms75ii1u1bawmov4auxrz8n6, 0730_pipeline_yilou,OpenHarmony 7.0,ArkUI开发框架,api_reference,27.1.1.2,检查语言无模糊、晦涩抽象或者有歧义的表达。,capi-arkui-nativemodule-arkui-error-code-h.md,https://gitcode.com/openharmony/docs/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-error-code-h.md,ArkUI_ErrorCode,error_code.h,64,未确认,P2,ArkUI,,,括号中的“数据过大”指代不清，既可理解为传入的buffer size数值过大，也可理解为待存储的数据量超过buffer容量；两种理解对应不同的错误原因和处理方式。,,传入的buffer size过大。,传入的buffer size异常（数据过大）。,同一句话可以产生两种或多种不同理解，读者无法确定作者的真实意图。,,,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/27_1_1_2.md,体验,内容清晰性,语言描述清晰性,验证文档语言描述清晰，便于理解。,是,目标文档第64行“数据过大”无法说明是buffer还是目标数据过大；ace_engine/interfaces/native/node/grid_layout_option.cpp第62-64行及node/text_native_impl.cpp第97-101行明确在传入buffer容量不足时返回106202，扫描建议“buffer size过大”反而与实现相反。,将目标文档第64行、errorcode-router.md第148行标题（不含句号）和第156行错误描述统一为“传入的buffer size不足以容纳目标数据。”，并将目标文档第64行的链接锚点更新为新标题。
cms75ii1n1baumov4nz92qwvo,f56eb49f-f753-4482-bb74-e10355810efe,cms75ii1n1baumov4nz92qwvo, 0730_pipeline_yilou,OpenHarmony 7.0,ArkUI开发框架,api_reference,27.1.1.2,检查语言无模糊、晦涩抽象或者有歧义的表达。,capi-arkui-nativemodule-arkui-error-code-h.md,https://gitcode.com/openharmony/docs/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-error-code-h.md,ArkUI_ErrorCode,error_code.h,59,未确认,P2,ArkUI,,,“该数据”没有明确的先行对象。读者无法判断其指事件参数、指定索引对应的数据，还是其他组件事件数据，属于指代不明确。,,组件事件中不存在调用方请求获取的参数数据。,组件事件中不存在该数据。,表格/列表项描述：表格或列表中的描述脱离上下文后含义不明确,,,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/27_1_1_2.md,体验,内容清晰性,语言描述清晰性,验证文档语言描述清晰，便于理解。,是,目标文档第59行“该数据”没有先行对象；ace_engine/interfaces/native/node/event_converter.cpp第1493-1497行在调用方请求的索引处字符串数据为空时返回106108，errorcode-nodeadapter.md第97-101行也将场景限定为查找事件数据。,将目标文档第59行、errorcode-nodeadapter.md第85行标题（不含句号）、第93行错误描述以及capi-native-node-h.md第793、822、850行的函数返回值表统一为“组件事件中不存在调用方请求获取的数据。”，并将目标文档第59行的链接锚点更新为新标题。
cms75ii1g1basmov4lx1ysez4,f56eb49f-f753-4482-bb74-e10355810efe,cms75ii1g1basmov4lx1ysez4, 0730_pipeline_yilou,OpenHarmony 7.0,ArkUI开发框架,api_reference,27.1.1.2,检查语言无模糊、晦涩抽象或者有歧义的表达。,capi-arkui-nativemodule-arkui-error-code-h.md,https://gitcode.com/openharmony/docs/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-error-code-h.md,ArkUI_ErrorCode,error_code.h,50,未确认,P2,ArkUI,,,“内部环境错误”和“内部执行失败”都是抽象表述，且“错误导致失败”“执行失败导致操作失败”存在近似循环解释，未清楚区分错误发生在运行环境还是接口内部执行过程，示例未能有效说明错误情形。,,出现内部错误，例如运行环境异常导致接口调用失败，或接口内部执行失败。,出现内部错误，例如内部环境错误导致失败，或者由于内部执行失败导致操作失败。,"抽象描述：用抽象概念描述本可具体说明的内容（如""进行相关操作""未说明具体操作）",,,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/27_1_1_2.md,体验,内容清晰性,语言描述清晰性,验证文档语言描述清晰，便于理解。,是,目标文档第50行“错误导致失败、执行失败导致操作失败”语义重复且近似循环解释；interface/sdk_c/arkui/ace_engine/native/error_code.h第68-74行实际区分运行环境问题和接口内部执行错误两类情形。,将目标文档第50行改为“出现内部错误，例如运行环境异常导致接口调用失败，或接口内部执行失败。”，删除循环表述但保留两类原因。
cms75hdo01b98mov4gdprr5uz,f56eb49f-f753-4482-bb74-e10355810efe,cms75hdo01b98mov4gdprr5uz, 0730_pipeline_yilou,OpenHarmony 7.0,ArkUI开发框架,api_reference,17.1.1.1,根据错误码描述的可能原因，构造对应场景，验证可返回该错误码，再根据处理步骤操作，能解决报错场景的问题，若涉及权限申请，需按照文档中给出的，开发者可获取的方式进行申请,capi-arkui-nativemodule-arkui-error-code-h.md,https://gitcode.com/openharmony/docs/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-error-code-h.md,ArkUI_ErrorCode,error_code.h,92,未确认,P2,ArkUI,,,该说明指出错误由输入事件类型不受支持引起，但未说明应检查并改用接口支持的事件类型，也未引用包含处理步骤的详细错误码说明，解决方法不完整。,,| ARKUI_ERROR_INPUT_EVENT_TYPE_NOT_SUPPORTED = 180006 | 接口不支持此输入事件类型，请检查并使用接口支持的输入事件类型。<br>**起始版本：** 20 |,| ARKUI_ERROR_INPUT_EVENT_TYPE_NOT_SUPPORTED = 180006 |  接口不支持此输入事件类型。<br>**起始版本：** 20 |,'- **规则名称**: 根据错误码描述的可能原因，构造对应场景，验证可返回该错误码，再根据处理步骤操作，能解决报错场景的问题，若涉及权限申请，需按照文档中给出的，开发者可获取的方式进行申请,,,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/17_1_1_1.md,质量,内容准确实时,错误码说明正确,验证文档中描述的错误码ID、错误信息、错误描述、可能原因、处理步骤正确,否,目标文档第45-99行是ArkUI_ErrorCode枚举项汇总；native-template.md第83-100行要求枚举项说明其含义，而errorcodes-template.md第1-18行要求的“可能原因/处理步骤”适用于errorcode-xxx.md独立错误码页，并不适用于C API枚举汇总表。目标文档第92行与interface/sdk_c/arkui/ace_engine/native/error_code.h第345-349行含义一致；支持的输入事件类型取决于具体调用接口，通用枚举项无法给出统一检查步骤。,保留目标文档第92行的枚举项简述，不在无法从接口或实现确定具体条件时补写原因、重试步骤或参数范围。
cms75hdnt1b96mov4sgbkz2im,f56eb49f-f753-4482-bb74-e10355810efe,cms75hdnt1b96mov4sgbkz2im, 0730_pipeline_yilou,OpenHarmony 7.0,ArkUI开发框架,api_reference,17.1.1.1,根据错误码描述的可能原因，构造对应场景，验证可返回该错误码，再根据处理步骤操作，能解决报错场景的问题，若涉及权限申请，需按照文档中给出的，开发者可获取的方式进行申请,capi-arkui-nativemodule-arkui-error-code-h.md,https://gitcode.com/openharmony/docs/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-error-code-h.md,ArkUI_ErrorCode,error_code.h,50,未确认,P2,ArkUI,,,该说明列出了内部环境错误和内部执行失败两类可能原因，但未针对这些原因给出检查或恢复步骤，开发者仍无法根据说明处理报错。,,| ARKUI_ERROR_CODE_INTERNAL_ERROR = 100001 | 出现内部错误，例如内部环境错误导致失败，或者由于内部执行失败导致操作失败。请检查内部环境和执行状态后重试操作。<br>**起始版本：** 15 |,| ARKUI_ERROR_CODE_INTERNAL_ERROR = 100001 |  出现内部错误，例如内部环境错误导致失败，或者由于内部执行失败导致操作失败。<br>**起始版本：** 15 |,'- **规则名称**: 根据错误码描述的可能原因，构造对应场景，验证可返回该错误码，再根据处理步骤操作，能解决报错场景的问题，若涉及权限申请，需按照文档中给出的，开发者可获取的方式进行申请,,,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/17_1_1_1.md,质量,内容准确实时,错误码说明正确,验证文档中描述的错误码ID、错误信息、错误描述、可能原因、处理步骤正确,否,目标文档第45-99行是ArkUI_ErrorCode枚举项汇总；native-template.md第83-100行要求枚举项说明其含义，而errorcodes-template.md第1-18行要求的“可能原因/处理步骤”适用于errorcode-xxx.md独立错误码页，并不适用于C API枚举汇总表。目标文档第50行与interface/sdk_c/arkui/ace_engine/native/error_code.h第68-74行含义一致；内部错误的环境与执行细节未向调用方公开，“检查内部环境和执行状态后重试”不可操作。,保留目标文档第50行的枚举项简述，不在无法从接口或实现确定具体条件时补写原因、重试步骤或参数范围。
cms75hdnm1b94mov4a1t1b39p,f56eb49f-f753-4482-bb74-e10355810efe,cms75hdnm1b94mov4a1t1b39p, 0730_pipeline_yilou,OpenHarmony 7.0,ArkUI开发框架,api_reference,17.1.1.1,根据错误码描述的可能原因，构造对应场景，验证可返回该错误码，再根据处理步骤操作，能解决报错场景的问题，若涉及权限申请，需按照文档中给出的，开发者可获取的方式进行申请,capi-arkui-nativemodule-arkui-error-code-h.md,https://gitcode.com/openharmony/docs/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-error-code-h.md,ArkUI_ErrorCode,error_code.h,49,未确认,P2,ArkUI,,,该说明只描述了接口初始化失败的结果，未给出可能的检查方向或处理步骤，也未引用包含相关解决方法的详细错误码说明，无法指导开发者排查和解决错误。,,| ARKUI_ERROR_CODE_CAPI_INIT_ERROR = 500 | 接口初始化错误，请根据接口要求检查初始化条件后重新初始化。<br>**起始版本：** 18 |,| ARKUI_ERROR_CODE_CAPI_INIT_ERROR = 500 |  接口初始化错误。<br>**起始版本：** 18 |,'- **规则名称**: 根据错误码描述的可能原因，构造对应场景，验证可返回该错误码，再根据处理步骤操作，能解决报错场景的问题，若涉及权限申请，需按照文档中给出的，开发者可获取的方式进行申请,,,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/17_1_1_1.md,质量,内容准确实时,错误码说明正确,验证文档中描述的错误码ID、错误信息、错误描述、可能原因、处理步骤正确,否,目标文档第45-99行是ArkUI_ErrorCode枚举项汇总；native-template.md第83-100行要求枚举项说明其含义，而errorcodes-template.md第1-18行要求的“可能原因/处理步骤”适用于errorcode-xxx.md独立错误码页，并不适用于C API枚举汇总表。目标文档第49行与interface/sdk_c/arkui/ace_engine/native/error_code.h第62-67行含义一致；接口没有提供统一初始化条件，不能在通用枚举项中臆造检查或重新初始化步骤。,保留目标文档第49行的枚举项简述，不在无法从接口或实现确定具体条件时补写原因、重试步骤或参数范围。
cms75hdnf1b92mov43jnyt9rv,f56eb49f-f753-4482-bb74-e10355810efe,cms75hdnf1b92mov43jnyt9rv, 0730_pipeline_yilou,OpenHarmony 7.0,ArkUI开发框架,api_reference,17.1.1.1,根据错误码描述的可能原因，构造对应场景，验证可返回该错误码，再根据处理步骤操作，能解决报错场景的问题，若涉及权限申请，需按照文档中给出的，开发者可获取的方式进行申请,capi-arkui-nativemodule-arkui-error-code-h.md,https://gitcode.com/openharmony/docs/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-error-code-h.md,ArkUI_ErrorCode,error_code.h,48,未确认,P2,ArkUI,,,该说明仅表述为“参数错误”，既未指出可检查的参数类型或取值范围，也未提供修正参数的处理步骤，开发者无法据此定位并解决该错误。,,| ARKUI_ERROR_CODE_PARAM_INVALID = 401 | 参数错误，请检查参数类型和取值范围。 <br>**起始版本：** 12 |,| ARKUI_ERROR_CODE_PARAM_INVALID = 401 | 参数错误。 <br>**起始版本：** 12 |,'- **规则名称**: 根据错误码描述的可能原因，构造对应场景，验证可返回该错误码，再根据处理步骤操作，能解决报错场景的问题，若涉及权限申请，需按照文档中给出的，开发者可获取的方式进行申请,,,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/17_1_1_1.md,质量,内容准确实时,错误码说明正确,验证文档中描述的错误码ID、错误信息、错误描述、可能原因、处理步骤正确,否,目标文档第45-99行是ArkUI_ErrorCode枚举项汇总；native-template.md第83-100行要求枚举项说明其含义，而errorcodes-template.md第1-18行要求的“可能原因/处理步骤”适用于errorcode-xxx.md独立错误码页，并不适用于C API枚举汇总表。目标文档第48行与interface/sdk_c/arkui/ace_engine/native/error_code.h第56-61行含义一致；401适用于多个接口，参数类型及取值范围应由各接口参数表说明。,保留目标文档第48行的枚举项简述，不在无法从接口或实现确定具体条件时补写原因、重试步骤或参数范围。
